"Species","January","February","March","April","May","June","July","August","September","October","November","December","Landings","year","area"
"Rockfish copper",0,0,0,0,0,28,0,20,66,0,23,0,137,2003,"Fort Bragg"
"Rockfish cowcod",0,0,0,7,0,0,0,0,0,0,0,0,7,2003,"Fort Bragg"
"Rockfish darkblotched",0,183,0,0,0,606,0,836,15,571,710,296,3217,2003,"Fort Bragg"
"Rockfish gopher",29,338,0,0,184,200,563,1062,670,238,286,2,3572,2003,"Fort Bragg"
"Rockfish grass",0,60,0,0,318,89,494,130,4,6,13,0,1114,2003,"Fort Bragg"
"Rockfish group gopher",0,0,0,0,0,8,143,0,0,0,0,0,151,2003,"Fort Bragg"
"Rockfish group red",0,193,0,0,0,0,35,0,0,0,0,0,228,2003,"Fort Bragg"
"Rockfish group rosefish",0,831,0,366,1717,697,2316,2499,6115,5309,7317,3317,30484,2003,"Fort Bragg"
"Rockfish group shelf",0,0,0,0,0,0,12,0,8,0,0,0,20,2003,"Fort Bragg"
"Rockfish group slope",71,3355,0,250,555,4324,2508,240,5118,1132,2142,248,19943,2003,"Fort Bragg"
"Rockfish olive",0,0,0,0,2,0,3,1,1,5,2,0,13,2003,"Fort Bragg"
"Rockfish quillback",0,1,0,0,1,2,2,13,5,0,3,0,26,2003,"Fort Bragg"
"Rockfish redbanded",0,0,2,0,0,0,0,0,0,0,0,0,2,2003,"Fort Bragg"
"Rockfish splitnose",2874,2558,179,279,0,75,0,0,1,0,0,1576,7542,2003,"Fort Bragg"
"Rockfish unspecified",0,0,0,0,0,0,0,110,66,0,0,0,176,2003,"Fort Bragg"
"Rockfish vermilion",42,92,0,0,127,131,194,515,350,85,143,0,1679,2003,"Fort Bragg"
"Rockfish yellowtail",0,686,0,0,0,3,0,195,729,67,9,0,1688,2003,"Fort Bragg"
"Sablefish",40736,35750,46727,65291,96340,78211,113830,64006,130379,78865,75893,28285,854313,2003,"Fort Bragg"
"Salmon Chinook",0,500,0,0,457378,440534,879889,976996,642711,20182,0,0,3418190,2003,"Fort Bragg"
"Shark spiny dogfish",0,0,57,9,0,0,0,0,0,0,0,0,66,2003,"Fort Bragg"
"Shark unspecified",0,0,0,0,0,0,2,0,0,0,0,0,2,2003,"Fort Bragg"
"Skate unspecified",0,0,260,217,263,0,1713,0,837,536,0,98,3924,2003,"Fort Bragg"
"Smelt night",0,74,247,687,435,420,928,1355,0,0,0,0,4146,2003,"Fort Bragg"
"Smelt surf",0,0,0,0,0,0,0,0,1061,0,0,0,1061,2003,"Fort Bragg"
"Sole Dover",112580,89740,101938,144383,170022,178475,149803,147247,154685,260886,171909,56331,1737999,2003,"Fort Bragg"
"Sole English",1231,2379,601,3,0,44,0,0,0,0,0,926,5184,2003,"Fort Bragg"
"Sole petrale",15992,28384,297,98,63,63,0,0,6,1722,7699,9061,63380,2003,"Fort Bragg"
"Sole rex",15817,20837,2557,3769,6394,4339,6815,4985,5365,12087,7669,4145,94779,2003,"Fort Bragg"
"Sole sand",3,1,0,0,0,0,0,0,0,0,0,0,5,2003,"Fort Bragg"
"Surfperch redtail",0,0,0,144,0,0,0,9,0,0,0,0,153,2003,"Fort Bragg"
"Surfperch unspecified",1,1,0,0,0,0,0,0,0,0,0,0,2,2003,"Fort Bragg"
"Thornyhead longspine",17867,3074,11631,45115,89921,49954,34922,24705,18695,44802,10780,970,352436,2003,"Fort Bragg"
"Thornyhead shortspine",28956,6607,6708,25214,24291,12151,11499,9830,10801,14139,5559,1887,157642,2003,"Fort Bragg"
"Thornyheads",14231,2648,17564,7017,8206,20,36,9878,3813,8572,104,0,72089,2003,"Fort Bragg"
"Tuna albacore",0,0,500,0,0,0,140,7200,5946,3179,0,0,16965,2003,"Fort Bragg"
"Crab Dungeness",235060,73880,24055,9822,2083,378,2850,0,0,0,11944,307819,667891,2003,"Fort Bragg"
"Crab rock unspecified",16,0,0,0,0,0,0,0,0,0,0,0,16,2003,"Fort Bragg"
"Shrimp coonstriped",0,0,0,0,0,0,0,0,0,102,0,0,102,2003,"Fort Bragg"
"Sea urchin red",62351,264972,356190,103423,126352,48052,2482,219816,320755,222512,191107,92630,2010642,2003,"Fort Bragg"
"Octopus unspecified",20,23,89,186,90,0,0,29,0,18,0,0,455,2003,"Fort Bragg"
"Waters Area Total",552586,540878,572466,416493,1000924,822928,1224025,1479333,1320177,679693,497146,507671,9614320,2003,"Fort Bragg"
"Grand Total",552586,540878,572466,416493,1000924,822928,1224025,1479333,1320177,679693,497146,507671,9614320,2003,"Fort Bragg"
"Cabezon",325,339,0,0,6630,3851,6310,4811,1217,0,0,0,23484,2004,"Fort Bragg"
"Fish unspecified",6,4,0,0,0,0,0,0,0,0,0,0,9,2004,"Fort Bragg"
"Flounder arrowtooth",410,168,319,53,34,182,2669,272,3,0,0,71,4181,2004,"Fort Bragg"
"Flounder starry",0,0,0,0,0,0,0,0,0,6,0,0,6,2004,"Fort Bragg"
"Flounder unspecified",0,0,1,0,0,0,0,0,0,0,0,0,1,2004,"Fort Bragg"
"Greenling kelp",78,58,0,0,313,86,338,89,0,0,0,0,962,2004,"Fort Bragg"
"Grenadier",0,0,432,570,6968,178,11035,445,16254,8507,82,15,44486,2004,"Fort Bragg"
"Halibut California",0,0,0,0,0,0,36,0,0,0,0,0,36,2004,"Fort Bragg"
"Lingcod",0,0,0,0,2785,2756,5941,3353,4187,1987,569,0,21577,2004,"Fort Bragg"
"Mackerel Pacific",0,0,0,0,0,0,106,0,8,0,0,0,114,2004,"Fort Bragg"
"Mackerel jack",0,0,0,0,0,0,13,0,0,0,0,0,13,2004,"Fort Bragg"
"Mackerel unspecified",0,0,0,0,0,0,127,4,0,0,0,0,131,2004,"Fort Bragg"
"Rockfish China",148,97,0,0,311,329,426,402,617,496,341,19,3185,2004,"Fort Bragg"
"Rockfish bank",0,0,0,0,0,8691,25824,17240,43450,0,0,0,95205,2004,"Fort Bragg"
"Rockfish blackandyellow",84,43,0,0,1243,709,1610,1123,460,262,61,10,5604,2004,"Fort Bragg"
"Rockfish black",61,17,0,0,268,154,344,669,253,433,297,12,2505,2004,"Fort Bragg"
"Rockfish blackgill",111,178,437,37,115,26800,19658,0,0,792,0,0,48128,2004,"Fort Bragg"
"Rockfish blue",53,242,0,0,152,102,823,435,350,129,104,10,2399,2004,"Fort Bragg"
"Rockfish bocaccio",0,0,6,0,5,27,231,0,221,0,7,0,496,2004,"Fort Bragg"
"Rockfish brown",0,5,0,0,72,0,2,115,17,21,0,0,233,2004,"Fort Bragg"
"Rockfish chilipepper",0,0,456,0,593,0,18252,6043,10202,0,0,0,35546,2004,"Fort Bragg"
"Rockfish copper",5,21,0,0,63,16,7,172,9,327,124,0,743,2004,"Fort Bragg"
"Rockfish darkblotched",0,0,715,0,13419,8342,3898,2,856,0,0,0,27232,2004,"Fort Bragg"
"Rockfish gopher",323,166,0,0,1047,892,1622,681,1761,1265,575,82,8413,2004,"Fort Bragg"
"Rockfish grass",29,4,0,0,418,168,452,577,142,9,11,0,1810,2004,"Fort Bragg"
"Rockfish greenspotted",0,0,0,0,5,0,0,0,0,0,0,0,5,2004,"Fort Bragg"
"Rockfish group bolina",0,0,0,0,63,0,0,0,0,0,0,0,63,2004,"Fort Bragg"
"Rockfish group deepwater reds",0,0,0,0,0,0,0,25,0,0,0,0,25,2004,"Fort Bragg"
"Rockfish group gopher",0,161,0,0,0,0,0,0,0,0,0,0,161,2004,"Fort Bragg"
"Rockfish group red",0,73,0,0,46,0,3,2,0,0,0,0,124,2004,"Fort Bragg"
"Rockfish group rosefish",5468,3173,1199,409,9426,18522,57319,16869,29232,1502,2869,1179,147167,2004,"Fort Bragg"
"Rockfish group slope",645,0,1675,47,16156,42838,4366,3637,4217,330,1621,368,75900,2004,"Fort Bragg"
"Rockfish kelp",0,0,0,0,0,0,4,0,0,0,0,0,4,2004,"Fort Bragg"
"Rockfish quillback",17,1,0,0,27,0,4,31,1,69,42,0,192,2004,"Fort Bragg"
"Rockfish redbanded",5,0,0,2,0,0,0,2,0,0,0,0,9,2004,"Fort Bragg"
"Rockfish splitnose",0,0,117,40,428,10533,93,18,6093,0,0,0,17322,2004,"Fort Bragg"
"Rockfish squarespot",0,0,0,0,0,0,0,0,0,2,0,0,2,2004,"Fort Bragg"
"Rockfish unspecified",13,29,0,0,8,1,4,7,54,41,4,0,160,2004,"Fort Bragg"
"Rockfish vermilion",143,155,0,0,394,281,879,548,938,795,539,70,4743,2004,"Fort Bragg"
"Rockfish yellowtail",0,20,0,0,59,109,93,53,27,43,7,15,424,2004,"Fort Bragg"
"Sablefish",55568,33777,77454,40402,71192,186959,105204,75402,83928,88463,80287,49837,948472,2004,"Fort Bragg"
"Salmon Chinook",0,0,0,0,14995,32133,806460,318018,116538,3880,0,0,1292024,2004,"Fort Bragg"
"Salmon Roe Chinook and Coho",0,0,0,0,0,0,0,9,16,0,0,0,25,2004,"Fort Bragg"
"Sanddab longfin",0,0,0,0,4,0,0,0,0,0,0,0,4,2004,"Fort Bragg"
"Shark soupfin",0,0,0,0,0,0,0,62,0,0,0,0,62,2004,"Fort Bragg"
"Shark spiny dogfish",0,0,0,0,0,0,0,0,277,0,0,0,277,2004,"Fort Bragg"
"Shark swell",0,0,0,0,0,0,0,0,0,17,0,0,17,2004,"Fort Bragg"
"Skate unspecified",314,236,1874,0,825,1359,4759,661,0,38,127,220,10413,2004,"Fort Bragg"
"Smelt night",0,0,0,0,0,0,0,0,132,0,0,0,132,2004,"Fort Bragg"
"Smelt surf",0,0,0,0,240,0,0,0,0,0,0,0,240,2004,"Fort Bragg"
"Sole Dover",106046,24732,125276,53983,155798,130698,266502,107863,110525,149204,98928,66298,1395853,2004,"Fort Bragg"
"Sole English",0,341,799,132,1335,109,10624,1759,1234,35,33,50,16451,2004,"Fort Bragg"
"Sole petrale",1224,777,4171,30,764,29,251,421,1621,0,2794,1205,13287,2004,"Fort Bragg"
"Sole rex",8750,7277,6829,1625,2694,7066,22667,11982,8050,4508,4342,5199,90989,2004,"Fort Bragg"
"Sole unspecified",0,0,0,0,0,0,0,2,0,0,0,0,2,2004,"Fort Bragg"
"Surfperch redtail",0,0,0,142,0,0,0,1,0,0,0,0,143,2004,"Fort Bragg"
"Surfperch unspecified",8,0,0,0,16,0,0,6,4,0,0,0,33,2004,"Fort Bragg"
"Thornyhead longspine",14911,16722,29229,17276,36725,29005,49986,12034,23026,56924,27264,30282,343384,2004,"Fort Bragg"
"Thornyhead shortspine",6303,3665,9736,2933,11806,10055,18180,8261,9724,17265,9749,7731,115408,2004,"Fort Bragg"
"Thornyheads",0,0,0,0,0,980,0,306,0,0,0,2853,4139,2004,"Fort Bragg"
"Tuna albacore",0,0,0,0,0,0,15,5216,110897,1859,0,0,117986,2004,"Fort Bragg"
"Wahoo",0,0,0,0,0,0,9,0,0,0,0,0,9,2004,"Fort Bragg"
"Crab Dungeness",102066,29106,19124,6983,7561,3468,3398,0,0,0,35547,693015,900269,2004,"Fort Bragg"
"Crab box",0,0,3,0,0,0,0,0,0,0,0,0,3,2004,"Fort Bragg"
"Crab rock unspecified",258,0,0,0,0,0,0,0,0,0,27,0,285,2004,"Fort Bragg"
"Prawn ridgeback",436,0,0,0,0,0,0,0,0,0,0,0,436,2004,"Fort Bragg"
"Sea urchin purple",0,0,0,0,0,0,0,0,0,138,0,0,138,2004,"Fort Bragg"
"Sea urchin red",126753,62804,164948,105437,116324,33583,42615,127373,123512,95970,144411,106827,1250557,2004,"Fort Bragg"
"Octopus unspecified",25,27,40,0,0,15,0,0,0,0,0,101,208,2004,"Fort Bragg"
"Waters Area Total",430585,184417,444841,230101,481325,561025,1493154,727001,710052,435316,410761,965468,7074045,2004,"Fort Bragg"
"Salmon Chinook",0,0,0,129,0,59,0,0,0,0,0,0,188,2004,"Fort Bragg"
"Waters Area Total",0,0,0,129,0,59,0,0,0,0,0,0,188,2004,"Fort Bragg"
"Grand Total",430585,184417,444841,230230,481325,561084,1493154,727001,710052,435316,410761,965468,7074233,2004,"Fort Bragg"
"Cabezon",1057,2684,0,0,1969,1125,1884,367,5348,13,0,0,14446,2005,"Fort Bragg"
"Flounder arrowtooth",0,1362,890,569,880,1088,0,407,93,106,0,0,5395,2005,"Fort Bragg"
"Flounder starry",2,0,3,0,7,0,0,0,0,0,0,0,12,2005,"Fort Bragg"
"Flounder unspecified",0,0,0,0,0,0,0,0,0,5,0,0,5,2005,"Fort Bragg"
"Greenling kelp",224,219,0,0,221,95,303,0,0,0,0,0,1062,2005,"Fort Bragg"
"Grenadier",0,63,414,1416,3052,10079,2320,5004,2033,3502,2154,412,30449,2005,"Fort Bragg"
"Lingcod",588,770,935,204,3622,3381,9483,2177,5419,1044,0,0,27623,2005,"Fort Bragg"
"Mackerel Pacific",0,0,0,0,0,0,68,8,0,0,0,0,76,2005,"Fort Bragg"
"Mackerel jack",0,0,0,0,0,0,21,0,0,0,0,0,21,2005,"Fort Bragg"
"Opah",0,0,0,0,0,0,0,10,0,0,0,0,10,2005,"Fort Bragg"
"Rockfish China",115,335,0,0,182,408,469,363,727,402,416,220,3636,2005,"Fort Bragg"
"Rockfish bank",0,0,0,0,4746,0,0,0,0,0,0,0,4746,2005,"Fort Bragg"
"Rockfish blackandyellow",118,102,0,0,476,363,701,712,751,93,94,83,3494,2005,"Fort Bragg"
"Rockfish black",128,348,0,0,243,364,486,315,186,315,124,99,2609,2005,"Fort Bragg"
"Rockfish blackgill",0,7,0,21,0,154,0,0,0,10,0,2,194,2005,"Fort Bragg"
"Rockfish blue",13,167,0,0,73,215,210,447,290,296,641,181,2534,2005,"Fort Bragg"
"Rockfish bocaccio",0,0,0,0,51,5,54,490,31,0,0,0,631,2005,"Fort Bragg"
"Rockfish brown",57,15,0,0,57,22,49,38,6,25,0,279,548,2005,"Fort Bragg"
"Rockfish canary",0,64,0,0,290,253,2659,35,293,0,0,0,3593,2005,"Fort Bragg"
"Rockfish chilipepper",0,1028,0,0,734,4920,994,12354,14661,0,0,0,34691,2005,"Fort Bragg"
"Rockfish copper",25,82,0,0,91,76,114,111,147,361,261,209,1476,2005,"Fort Bragg"
"Rockfish darkblotched",0,634,1287,2794,2784,5690,631,4668,758,0,110,0,19356,2005,"Fort Bragg"
"Rockfish gopher",330,799,0,0,620,1689,2241,1129,958,638,1134,787,10325,2005,"Fort Bragg"
"Rockfish grass",71,167,0,0,202,139,317,21,784,0,8,11,1721,2005,"Fort Bragg"
"Rockfish group bolina",0,0,0,0,19,0,0,0,0,0,0,0,19,2005,"Fort Bragg"
"Rockfish group red",6,148,0,0,0,32,0,0,0,0,0,0,186,2005,"Fort Bragg"
"Rockfish group rosefish",4751,6002,2302,2861,8839,11561,7455,17554,12958,4083,1831,144,80341,2005,"Fort Bragg"
"Rockfish group slope",5396,6196,2197,779,1670,6826,1132,43500,10107,1405,4557,0,83765,2005,"Fort Bragg"
"Rockfish group small",0,352,0,0,0,0,0,0,0,0,0,0,352,2005,"Fort Bragg"
"Rockfish kelp",0,0,0,0,0,2,2,0,0,0,0,0,3,2005,"Fort Bragg"
"Rockfish olive",0,0,0,0,0,0,9,0,10,15,0,0,34,2005,"Fort Bragg"
"Rockfish quillback",5,12,0,0,10,24,10,4,179,53,127,2,424,2005,"Fort Bragg"
"Rockfish splitnose",0,0,0,7,387,0,0,0,0,0,8,0,402,2005,"Fort Bragg"
"Rockfish unspecified",2,75,0,5,14,7,88,9,4,46,13,0,261,2005,"Fort Bragg"
"Rockfish vermilion",184,623,0,0,301,818,1180,316,1218,372,373,268,5654,2005,"Fort Bragg"
"Rockfish widow",0,8,0,0,0,0,0,0,0,0,0,0,8,2005,"Fort Bragg"
"Rockfish yelloweye",0,0,0,0,0,0,46,0,0,0,0,0,46,2005,"Fort Bragg"
"Rockfish yellowtail",0,2,0,0,3,0,539,2998,4248,4,0,0,7792,2005,"Fort Bragg"
"Sablefish",62239,76340,66681,99113,99352,93981,93684,141080,125553,164203,153035,86102,1261363,2005,"Fort Bragg"
"Salmon Chinook",0,0,0,0,2248,0,138846,211693,547927,234,0,0,900949,2005,"Fort Bragg"
"Salmon pink",0,0,0,0,0,0,3,0,0,0,0,0,3,2005,"Fort Bragg"
"Salmon",0,0,0,0,0,0,0,435,0,0,0,0,435,2005,"Fort Bragg"
"Shark gray smoothhound",0,0,0,0,0,0,0,49,0,0,0,0,49,2005,"Fort Bragg"
"Shark leopard",0,348,0,0,0,0,0,0,0,0,38,0,386,2005,"Fort Bragg"
"Shark smooth hammerhead",0,0,0,0,0,0,0,0,158,0,0,0,158,2005,"Fort Bragg"
"Shark soupfin",0,0,0,0,0,0,0,0,0,0,0,53,53,2005,"Fort Bragg"
"Skate unspecified",0,2447,1230,735,751,468,0,0,405,585,0,0,6621,2005,"Fort Bragg"
"Smelt night",0,120,287,1523,0,0,0,0,0,0,0,0,1930,2005,"Fort Bragg"
"Sole Dover",64440,133206,125207,200543,159224,178450,161612,163303,147875,145162,74029,50092,1603143,2005,"Fort Bragg"
"Sole English",98,981,8965,2202,8705,6097,3126,2080,2727,0,68,0,35049,2005,"Fort Bragg"
"Sole petrale",583,15175,42821,5298,29915,12435,18628,482,15609,0,222,0,141168,2005,"Fort Bragg"
"Sole rex",5684,9709,11343,11110,7265,8991,8823,14207,12633,7480,5458,7734,110437,2005,"Fort Bragg"
"Surfperch barred",0,2,0,0,0,0,0,0,0,0,0,0,2,2005,"Fort Bragg"
"Surfperch redtail",0,0,11,0,0,0,0,0,0,0,0,0,11,2005,"Fort Bragg"
"Surfperch unspecified",5,0,0,0,0,0,0,0,2,0,0,0,7,2005,"Fort Bragg"
"Thornyhead longspine",24302,45420,27707,61794,64151,37904,42931,42650,21499,60853,29304,15703,474218,2005,"Fort Bragg"
"Thornyhead shortspine",8683,10712,7073,14117,17889,12444,11838,14811,12293,19524,9855,8238,147477,2005,"Fort Bragg"
"Thornyheads",0,1337,149,1768,0,290,1206,2046,0,0,0,0,6796,2005,"Fort Bragg"
"Tuna albacore",0,0,0,0,0,0,0,0,0,0,1329,0,1329,2005,"Fort Bragg"
"Crab Dungeness",162412,71423,24401,13991,6668,1931,1081,0,0,0,0,617,282522,2005,"Fort Bragg"
"Crab tanner",60,0,0,130,0,0,0,0,0,0,0,0,190,2005,"Fort Bragg"
"Sea urchin purple",0,0,0,0,0,1229,0,0,0,0,0,0,1229,2005,"Fort Bragg"
"Sea urchin red",145419,183458,128365,119524,114929,60817,53822,103833,86116,71958,99373,83604,1251218,2005,"Fort Bragg"
"Octopus unspecified",15,106,6,10,0,0,0,10,0,0,0,0,147,2005,"Fort Bragg"
"Oyster California native",0,0,0,0,0,0,1658,0,0,0,0,0,1658,2005,"Fort Bragg"
"Squid jumbo",0,0,0,0,0,0,0,0,0,0,0,375,375,2005,"Fort Bragg"
"Waters Area Total",487013,573046,452274,540514,542639,464372,570721,789716,1034006,482787,384562,255214,6576861,2005,"Fort Bragg"
"Tuna albacore",0,0,0,0,0,0,0,0,10283,16941,0,0,27224,2005,"Fort Bragg"
"Tuna skipjack",0,0,0,0,0,0,0,0,0,106,0,0,106,2005,"Fort Bragg"
"Waters Area Total",0,0,0,0,0,0,0,0,10283,17047,0,0,27330,2005,"Fort Bragg"
"Grand Total",487013,573046,452274,540514,542639,464372,570721,789716,1044289,499834,384562,255214,6604191,2005,"Fort Bragg"
"Cabezon",726,837,0,0,1865,1424,1331,508,1463,594,324,620,9691,2006,"Fort Bragg"
"Eel monkeyface prickleback",0,2,0,0,0,0,0,0,0,0,0,0,2,2006,"Fort Bragg"
"Flounder arrowtooth",420,339,0,158,318,527,105,0,188,33,85,492,2665,2006,"Fort Bragg"
"Flounder unspecified",0,0,0,0,0,0,0,16,0,0,0,0,16,2006,"Fort Bragg"
"Greenling kelp",181,73,0,0,299,41,312,0,0,0,0,0,905,2006,"Fort Bragg"
"Grenadier",0,175,0,3,2817,2488,3068,3537,1599,10745,8550,0,32982,2006,"Fort Bragg"
"Halibut California",0,0,0,108,0,0,0,0,0,0,0,0,108,2006,"Fort Bragg"
"Lingcod",554,243,0,524,3696,3186,3425,1010,2660,2259,67,140,17764,2006,"Fort Bragg"
"Mackerel jack",0,0,0,0,0,0,12,0,0,0,0,0,12,2006,"Fort Bragg"
"Rockfish China",37,127,0,0,324,629,338,644,482,428,125,145,3279,2006,"Fort Bragg"
"Rockfish bank",0,0,0,0,2818,0,0,0,0,0,0,0,2818,2006,"Fort Bragg"
"Rockfish blackandyellow",53,80,0,0,574,396,437,207,277,129,84,57,2294,2006,"Fort Bragg"
"Rockfish black",17,132,0,0,331,612,382,108,187,228,24,27,2048,2006,"Fort Bragg"
"Rockfish blackgill",0,0,12,0,0,4,0,8,0,0,0,0,24,2006,"Fort Bragg"
"Rockfish blue",83,67,0,0,521,879,254,640,588,478,187,128,3825,2006,"Fort Bragg"
"Rockfish bocaccio",0,0,0,16,353,301,0,0,20,105,0,0,795,2006,"Fort Bragg"
"Rockfish brown",0,242,0,0,29,127,95,107,22,216,72,145,1055,2006,"Fort Bragg"
"Rockfish canary",0,0,0,0,294,204,274,104,15,173,0,0,1064,2006,"Fort Bragg"
"Rockfish chilipepper",0,860,0,1900,2370,2227,438,440,495,927,0,0,9657,2006,"Fort Bragg"
"Rockfish copper",14,228,0,0,390,262,106,91,54,181,49,93,1468,2006,"Fort Bragg"
"Rockfish darkblotched",2853,3081,0,3607,4572,7451,60,0,24,0,0,0,21647,2006,"Fort Bragg"
"Rockfish flag",0,0,0,0,0,0,0,0,0,1,0,0,1,2006,"Fort Bragg"
"Rockfish gopher",253,715,0,0,723,2068,1088,1759,1400,1287,265,387,9944,2006,"Fort Bragg"
"Rockfish grass",79,96,0,0,345,82,326,67,163,66,9,79,1313,2006,"Fort Bragg"
"Rockfish greenspotted",0,0,0,0,0,0,0,0,0,11,0,0,11,2006,"Fort Bragg"
"Rockfish greenstriped",0,0,0,0,0,0,0,0,0,2,0,0,2,2006,"Fort Bragg"
"Rockfish group bolina",0,0,0,0,0,0,4,0,0,0,0,0,4,2006,"Fort Bragg"
"Rockfish group red",0,0,0,0,0,4,0,0,0,0,0,0,4,2006,"Fort Bragg"
"Rockfish group rosefish",8577,5437,248,2346,13535,27276,2391,1386,1149,1246,2211,2011,67813,2006,"Fort Bragg"
"Rockfish group slope",275,4335,0,9643,2202,12070,1049,464,3830,1561,1189,451,37069,2006,"Fort Bragg"
"Rockfish group small",0,3,0,0,0,0,0,0,0,0,0,0,3,2006,"Fort Bragg"
"Rockfish quillback",4,29,0,0,91,105,23,14,35,18,12,33,365,2006,"Fort Bragg"
"Rockfish redbanded",0,0,0,2,0,0,0,0,0,0,0,0,2,2006,"Fort Bragg"
"Rockfish rosethorn",0,0,0,0,0,1,8,10,10,0,0,0,28,2006,"Fort Bragg"
"Rockfish splitnose",0,0,0,0,0,0,0,0,0,0,0,164,164,2006,"Fort Bragg"
"Rockfish starry",0,0,0,0,0,0,0,0,0,9,0,0,9,2006,"Fort Bragg"
"Rockfish unspecified",5,1,0,0,1,2,7,0,5,10,2,16,47,2006,"Fort Bragg"
"Rockfish vermilion",62,350,0,0,494,761,517,553,540,305,99,260,3940,2006,"Fort Bragg"
"Rockfish widow",0,0,0,0,297,21,278,140,0,0,0,0,736,2006,"Fort Bragg"
"Rockfish yellowtail",0,51,0,0,19,65,43,7,19,85,6,0,295,2006,"Fort Bragg"
"Sablefish",38239,48394,29768,122258,98290,91444,175870,102521,124328,58040,46757,31477,967386,2006,"Fort Bragg"
"Salmon Chinook",0,0,0,0,0,0,65753,50343,171816,0,0,0,287911,2006,"Fort Bragg"
"Sanddab",0,0,0,0,0,0,0,0,0,4,0,0,4,2006,"Fort Bragg"
"Shark leopard",205,0,0,0,0,0,0,0,0,0,0,11,216,2006,"Fort Bragg"
"Shark soupfin",0,0,0,0,0,0,0,0,0,27,0,0,27,2006,"Fort Bragg"
"Skate unspecified",0,0,0,0,738,58,537,0,0,0,0,0,1333,2006,"Fort Bragg"
"Sole Dover",30724,36733,1203,176353,125354,137062,100247,117045,111454,126644,73516,69692,1106027,2006,"Fort Bragg"
"Sole English",604,164,0,2715,8333,468,1422,0,3465,5373,48,2425,25017,2006,"Fort Bragg"
"Sole petrale",29738,6734,0,10075,28667,1953,19664,3879,18332,11394,2410,29923,162769,2006,"Fort Bragg"
"Sole rex",5225,5796,380,7217,7417,8518,5295,4266,2691,4405,3975,7424,62609,2006,"Fort Bragg"
"Sole unspecified",0,0,0,20,0,0,0,2,0,0,0,0,22,2006,"Fort Bragg"
"Surfperch redtail",0,0,0,13,0,0,0,0,0,0,0,0,13,2006,"Fort Bragg"
"Surfperch unspecified",7,4,0,0,0,0,0,0,0,0,0,0,12,2006,"Fort Bragg"
"Thornyhead longspine",8700,20704,1215,51983,37496,74829,22406,62847,61975,68432,36837,23816,471240,2006,"Fort Bragg"
"Thornyhead shortspine",3223,4703,303,15341,14900,23279,10860,16529,14255,22130,12061,5886,143470,2006,"Fort Bragg"
"Tuna albacore",0,0,0,0,0,0,0,1753,12044,0,0,0,13796,2006,"Fort Bragg"
"Crab Dungeness",255764,293466,62091,45291,37082,25477,8280,0,0,0,11673,153468,892592,2006,"Fort Bragg"
"Sea urchin purple",0,0,350,0,0,0,380,0,0,0,0,0,730,2006,"Fort Bragg"
"Sea urchin red",43270,96488,78949,67975,92730,42205,38985,100452,95444,134503,148260,107778,1047039,2006,"Fort Bragg"
"Octopus unspecified",0,26,18,0,10,26,0,0,0,25,0,0,105,2006,"Fort Bragg"
"Squid jumbo",0,0,0,0,0,270,5624,15320,0,44,0,28100,49358,2006,"Fort Bragg"
"Squid market",0,0,0,0,0,0,0,0,0,4100,0,0,4100,2006,"Fort Bragg"
"Waters Area Total",429891,530715,174537,517548,490295,468800,471693,486775,631029,456216,348897,465249,5471645,2006,"Fort Bragg"
"Cabezon",0,0,0,0,0,0,0,90,0,0,0,0,90,2006,"Fort Bragg"
"Lingcod",0,0,0,0,0,0,0,149,0,0,0,0,149,2006,"Fort Bragg"
"Rockfish China",0,0,0,0,0,0,0,191,0,0,0,0,191,2006,"Fort Bragg"
"Rockfish black",0,0,0,0,0,0,0,14,0,0,0,0,14,2006,"Fort Bragg"
"Rockfish copper",0,0,0,0,0,0,0,225,0,0,0,0,225,2006,"Fort Bragg"
"Rockfish gopher",0,0,0,0,0,0,0,26,0,0,0,0,26,2006,"Fort Bragg"
"Rockfish quillback",0,0,0,0,0,0,0,85,0,0,0,0,85,2006,"Fort Bragg"
"Rockfish vermilion",0,0,0,0,0,0,0,102,0,0,0,0,102,2006,"Fort Bragg"
"Waters Area Total",0,0,0,0,0,0,0,883,0,0,0,0,883,2006,"Fort Bragg"
"Grand Total",429891,530715,174537,517548,490295,468800,471693,487658,631029,456216,348897,465249,5472528,2006,"Fort Bragg"
"Cabezon",1334,817,0,0,1636,786,738,644,1159,378,307,31,7830,2007,"Fort Bragg"
"Flounder arrowtooth",435,402,0,159,549,326,546,2336,949,832,0,0,6534,2007,"Fort Bragg"
"Flounder starry",0,0,0,0,0,0,6,0,0,0,0,0,6,2007,"Fort Bragg"
"Greenling kelp",203,45,0,0,209,53,161,0,7,0,0,0,677,2007,"Fort Bragg"
"Grenadier",330,0,0,0,0,15145,16714,719,1611,3581,0,1324,39424,2007,"Fort Bragg"
"Halibut California",0,0,0,0,0,72,0,42,22,0,0,0,136,2007,"Fort Bragg"
"Lingcod",724,1569,1292,1251,5927,7967,7583,4208,6345,3030,7725,489,48111,2007,"Fort Bragg"
"Opah",0,0,0,0,0,0,0,24,0,0,0,0,24,2007,"Fort Bragg"
"Rockfish China",231,208,0,0,312,570,489,771,563,248,124,54,3570,2007,"Fort Bragg"
"Rockfish bank",0,0,0,0,0,0,3450,0,0,0,0,0,3450,2007,"Fort Bragg"
