"Species","January","February","March","April","May","June","July","August","September","October","November","December","Landings","year","area"
"Rockfish grass",189,541,0,0,319,234,374,418,0,0,0,0,2075,2002,"Monterey"
"Rockfish greenblotched",0,0,4,6,0,0,0,0,0,0,0,0,10,2002,"Monterey"
"Rockfish greenspotted",42,30,39,23,63,6,0,0,0,18,1,357,579,2002,"Monterey"
"Rockfish greenstriped",0,0,4,0,50,0,0,0,0,0,0,63,117,2002,"Monterey"
"Rockfish group bolina",496,559,0,0,4,0,0,0,0,0,0,0,1059,2002,"Monterey"
"Rockfish group gopher",164,327,0,0,31,63,34,45,0,0,0,0,664,2002,"Monterey"
"Rockfish group red",115,346,0,0,51,16,0,21,4,0,0,0,553,2002,"Monterey"
"Rockfish group rosefish",2691,7569,771,1262,819,299,459,2012,2253,5947,5997,4715,34794,2002,"Monterey"
"Rockfish group shelf",0,0,0,38,0,5,0,0,0,1478,52,0,1573,2002,"Monterey"
"Rockfish group slope",6691,12186,1653,1653,2312,2832,4776,248,87,440,1538,1334,35750,2002,"Monterey"
"Rockfish group small",0,12,40,41,0,272,0,0,3,239,0,0,607,2002,"Monterey"
"Rockfish kelp",337,461,0,8,207,144,331,206,0,0,0,0,1693,2002,"Monterey"
"Rockfish olive",82,155,0,0,220,125,357,247,0,0,0,0,1186,2002,"Monterey"
"Rockfish pink",42,0,0,6,0,0,0,0,0,0,0,0,48,2002,"Monterey"
"Rockfish redbanded",6,0,0,0,20,0,0,0,17,0,0,0,43,2002,"Monterey"
"Rockfish rosy",109,1122,744,175,0,0,40,0,0,0,0,0,2190,2002,"Monterey"
"Rockfish shortbelly",0,0,0,0,0,25,0,0,0,0,0,0,25,2002,"Monterey"
"Rockfish starry",27,3,0,0,0,0,0,0,0,0,0,0,31,2002,"Monterey"
"Rockfish treefish",16,9,0,0,5,5,8,8,0,0,0,0,51,2002,"Monterey"
"Rockfish unspecified",34,38,12,2,894,10,5,200,100,8,0,107,1408,2002,"Monterey"
"Rockfish vermilion",574,795,0,0,227,571,201,0,0,0,0,0,2366,2002,"Monterey"
"Rockfish widow",926,1070,283,783,687,1473,41,0,0,0,22,6,5291,2002,"Monterey"
"Rockfish yelloweye",0,4,0,0,0,3,0,0,0,0,0,0,7,2002,"Monterey"
"Rockfish yellowtail",4,0,0,0,0,8,0,0,0,0,0,0,12,2002,"Monterey"
"Sablefish",35353,46039,43535,74398,50388,23607,17648,48473,41869,55167,59824,29718,526019,2002,"Monterey"
"Salmon chinook",0,63,0,0,162531,233847,274153,23404,1146,60,0,0,695203,2002,"Monterey"
"Sanddab",18149,41247,12021,906,7962,5367,4872,41,580,37504,36435,40454,205537,2002,"Monterey"
"Sardine Pacific",309348,1735292,294889,168715,20300,4010,797420,6939023,1958147,11810074,4964488,997127,29998833,2002,"Monterey"
"Seabass white",1494,143,2097,1665,0,8,1347,8041,6692,1497,35,312,23333,2002,"Monterey"
"Shark Pacific angel",131,32,0,0,13,0,0,0,0,0,0,30,206,2002,"Monterey"
"Shark brown smoothhound",0,21,26,0,30,0,0,0,0,0,0,0,77,2002,"Monterey"
"Shark gray smoothhound",56,0,0,0,0,0,0,0,0,0,0,0,56,2002,"Monterey"
"Shark leopard",198,451,82,69,40,0,0,0,0,0,0,0,840,2002,"Monterey"
"Shark shortfin mako",37,0,0,0,0,0,0,0,0,0,0,0,37,2002,"Monterey"
"Shark soupfin",406,184,140,55,0,0,0,0,0,0,0,38,823,2002,"Monterey"
"Shark spiny dogfish",124,46,84,17634,0,3921,52,0,0,0,0,0,21862,2002,"Monterey"
"Shark thresher",179,31,0,0,0,0,78,646,227,33,0,0,1194,2002,"Monterey"
"Shark unspecified",141,289,62,80,28,42,152,400,0,14,35,0,1243,2002,"Monterey"
"Sheephead California",0,0,54,0,7,0,0,0,0,0,0,0,61,2002,"Monterey"
"Skate unspecified",1020,1040,201,373,808,1036,810,235,240,1020,745,260,7788,2002,"Monterey"
"Smelt night",0,0,202,0,32,140,0,0,0,0,0,0,374,2002,"Monterey"
"Smelt surf",10,0,474,186,0,0,0,0,0,0,0,0,670,2002,"Monterey"
"Smelts true",0,0,8,0,0,0,0,0,0,0,0,0,8,2002,"Monterey"
"Sole Dover",57276,77564,97062,67818,106297,48487,49378,74476,46007,116646,84171,52970,878152,2002,"Monterey"
"Sole English",4241,15925,2758,8126,2917,3207,470,147,4114,1896,8272,3734,55805,2002,"Monterey"
"Sole fantail",358,0,0,0,0,0,0,0,0,0,0,0,358,2002,"Monterey"
"Sole petrale",5545,12081,3680,3430,2511,2681,496,397,1037,2783,29955,9157,73752,2002,"Monterey"
"Sole rex",2206,4479,2922,909,2409,1287,404,747,1097,2114,4284,4334,27192,2002,"Monterey"
"Sole rock",33,63,57,6,0,15,0,0,0,0,0,0,174,2002,"Monterey"
"Sole sand",819,1069,1137,1584,2116,1704,25,50,14,0,113,519,9149,2002,"Monterey"
"Sole unspecified",0,8,39,11,3,7,0,0,0,0,0,0,67,2002,"Monterey"
"Surfperch redtail",0,0,79,0,0,0,0,0,0,0,0,0,79,2002,"Monterey"
"Surfperch unspecified",0,1,0,0,0,0,2,0,0,0,0,0,3,2002,"Monterey"
"Swordfish",132,0,0,0,0,0,0,0,0,0,0,0,132,2002,"Monterey"
"Thornyhead longspine",32319,21785,31599,18662,35458,17578,19972,26874,13173,56836,31124,36081,341463,2002,"Monterey"
"Thornyhead shortspine",10316,7393,8724,8043,12747,4309,5560,6950,5800,15604,11131,7854,104431,2002,"Monterey"
"Thornyheads",3146,2054,1130,0,73,0,0,0,93,0,80,0,6575,2002,"Monterey"
"Tuna albacore",465,0,0,0,0,250,3224,113032,167071,557997,81344,0,923384,2002,"Monterey"
"Tuna bluefin",197,0,0,0,0,0,0,20,0,0,0,0,217,2002,"Monterey"
"Tuna unspecified",0,0,0,0,0,0,0,0,0,0,55,0,55,2002,"Monterey"
"Turbot curlfin",0,0,20,41,0,0,0,0,0,0,0,0,61,2002,"Monterey"
"Turbot",0,0,0,0,0,74,0,0,0,0,0,0,74,2002,"Monterey"
"Whitefish ocean",4,0,0,0,0,0,0,0,0,0,0,0,4,2002,"Monterey"
"Whiting Pacific",0,0,0,69,40,0,0,0,0,0,0,0,109,2002,"Monterey"
"Waters Area Total",740589,4749902,3634190,17536206,13867169,8575507,4284699,13733876,4226954,16360545,7129934,1230368,96069938,2002,"Monterey"
"Crab Dungeness",14545,18716,9165,7478,6486,1612,0,0,0,0,23251,26194,107446,2002,"Monterey"
"Crab rock unspecified",647,0,81,0,38,0,0,0,0,0,163,25,954,2002,"Monterey"
"Crab spider",0,0,0,0,0,0,0,0,0,40,0,0,40,2002,"Monterey"
"Prawn spot",6356,17493,11715,7441,1138,0,479,12306,6853,9754,5965,2382,81880,2002,"Monterey"
"Octopus unspecified",114,197,218,149,17,54,0,1114,1175,461,62,0,3561,2002,"Monterey"
"Squid jumbo",0,0,0,0,0,0,0,0,0,100,784,100,984,2002,"Monterey"
"Squid market",0,340740,2015314,16614439,13293213,7868913,2510987,5778099,1634275,3453070,1754321,0,55263371,2002,"Monterey"
"Grand Total",740589,4749902,3634190,17536206,13867169,8575507,4284699,13733876,4226954,16360545,7129934,1230368,96069938,2002,"Monterey"
"Anchovy northern",0,0,473144,658661,3700,15442,6840,11400,9629,4800,8700,363518,1555834,2003,"Monterey"
"Barracuda California",0,0,0,0,0,0,0,7,0,0,0,0,7,2003,"Monterey"
"Butterfish Pacific pompano",0,8,0,1635,3574,1208,6816,216,1705,2383,0,0,17545,2003,"Monterey"
"Cabezon",604,808,0,0,1530,1587,1298,0,0,0,0,0,5827,2003,"Monterey"
"Cod Pacific",0,0,0,0,2,0,0,0,0,0,0,0,2,2003,"Monterey"
"Croaker white",610,350,60,756,470,984,1704,1568,274,667,318,290,8052,2003,"Monterey"
"Flounder arrowtooth",7660,0,0,0,0,0,0,3,0,0,0,0,7663,2003,"Monterey"
"Flounder starry",372,585,372,245,205,1495,2930,1338,875,491,808,54,9770,2003,"Monterey"
"Flounder unspecified",390,0,80,0,0,0,0,0,0,0,0,0,470,2003,"Monterey"
"Greenling kelp",117,141,2,0,303,152,0,2,0,0,0,0,716,2003,"Monterey"
"Grenadier",18136,10123,27925,41658,26326,17928,24198,48234,2255,1612,2938,4078,225411,2003,"Monterey"
"Halibut California",4734,2812,1685,448,2592,6702,10701,11201,4696,2265,4373,103,52313,2003,"Monterey"
"Herring Pacific",0,0,0,74950,313,29,0,0,0,0,0,0,75292,2003,"Monterey"
"Jacksmelt",30,15,172,750,1549,865,1242,987,948,1493,30,170,8251,2003,"Monterey"
"Lingcod",422,708,540,181,1875,3216,1495,2988,2980,2143,244,0,16792,2003,"Monterey"
"Louvar",73,0,0,0,0,0,0,0,92,0,41,0,206,2003,"Monterey"
"Mackerel Pacific",0,0,0,0,42,2182,0,0,0,0,0,0,2224,2003,"Monterey"
"Mackerel jack",0,22079,9948,0,0,0,0,0,4,11515,0,0,43546,2003,"Monterey"
"Opah",164,0,0,0,0,0,0,0,129,0,287,0,580,2003,"Monterey"
"Rockfish China",18,22,0,0,10,13,14,9,3,0,5,0,93,2003,"Monterey"
"Rockfish aurora",0,0,0,0,0,19,52,63,0,50,0,0,184,2003,"Monterey"
"Rockfish bank",5866,0,510,412,340,30,0,0,278,0,882,5990,14308,2003,"Monterey"
"Rockfish blackandyellow",102,192,0,0,223,526,414,381,288,129,112,0,2369,2003,"Monterey"
"Rockfish black",34,68,0,0,43,25,22,78,376,35,13,0,693,2003,"Monterey"
"Rockfish blackgill",9350,2106,7295,1137,522,571,1418,14742,39353,7107,9481,2663,95744,2003,"Monterey"
"Rockfish blue",323,249,0,0,154,322,420,623,579,334,248,0,3251,2003,"Monterey"
"Rockfish bocaccio",0,0,52,0,0,195,0,0,0,0,0,0,247,2003,"Monterey"
"Rockfish brown",112,531,0,0,284,75,55,137,196,72,77,0,1539,2003,"Monterey"
"Rockfish canary",0,5,0,0,300,21,4,7,0,0,0,0,337,2003,"Monterey"
"Rockfish chilipepper",331,558,551,444,174,1121,212,287,464,309,518,0,4969,2003,"Monterey"
"Rockfish copper",9,25,0,0,16,197,93,366,152,215,10,0,1081,2003,"Monterey"
"Rockfish darkblotched",100,86,291,177,65,0,0,111,148,306,139,0,1423,2003,"Monterey"
"Rockfish flag",0,0,0,0,0,0,4,3,0,45,0,0,52,2003,"Monterey"
"Rockfish gopher",198,328,0,0,260,421,956,657,379,209,53,0,3462,2003,"Monterey"
"Rockfish grass",27,187,0,0,259,211,537,196,112,0,16,0,1545,2003,"Monterey"
"Rockfish greenblotched",0,0,0,3,7,0,0,14,0,0,0,0,24,2003,"Monterey"
"Rockfish greenspotted",0,25,39,75,309,17,29,0,172,3,0,0,669,2003,"Monterey"
"Rockfish greenstriped",0,0,0,0,0,32,0,0,0,0,0,0,32,2003,"Monterey"
"Rockfish group blackblue",0,0,0,0,0,0,0,0,93,0,0,0,93,2003,"Monterey"
"Rockfish group bolina",140,92,0,0,74,0,43,109,10,0,0,0,468,2003,"Monterey"
"Rockfish group gopher",210,172,0,0,281,134,92,154,73,186,115,0,1415,2003,"Monterey"
"Rockfish group nearshore",0,0,0,0,190,55,0,10,0,6,0,0,261,2003,"Monterey"
"Rockfish group red",0,8,0,0,64,28,45,2011,379,70,0,380,2985,2003,"Monterey"
"Rockfish group rosefish",56556,16313,17373,7296,11812,5692,3503,5669,19169,12716,20933,11088,188119,2003,"Monterey"
"Rockfish group shelf",0,0,0,0,0,19,0,0,0,0,0,0,19,2003,"Monterey"
"Rockfish group slope",3957,8831,10878,3422,332,3,135,500,1738,2277,991,85,33149,2003,"Monterey"
"Rockfish group small",0,0,0,0,0,22,0,0,0,0,0,99,121,2003,"Monterey"
"Rockfish kelp",235,198,0,0,293,135,306,87,133,132,66,0,1583,2003,"Monterey"
"Rockfish olive",134,141,0,0,137,130,368,228,108,87,38,0,1372,2003,"Monterey"
"Rockfish pink",0,0,0,0,0,6,0,0,0,0,0,0,6,2003,"Monterey"
"Rockfish shortbelly",0,0,0,0,0,500,0,0,0,0,0,0,500,2003,"Monterey"
"Rockfish splitnose",37,50,32,0,0,0,0,0,0,37,0,0,156,2003,"Monterey"
"Rockfish starry",0,3,0,0,0,2,1,33,2,0,0,0,40,2003,"Monterey"
"Rockfish treefish",1,1,0,0,2,12,27,6,4,2,0,0,55,2003,"Monterey"
"Rockfish unspecified",0,230,0,0,53,15,56,20,7,0,0,0,381,2003,"Monterey"
"Rockfish vermilion",93,125,0,4,366,378,348,422,410,253,122,0,2522,2003,"Monterey"
"Rockfish widow",0,229,20,0,0,85,0,2,2,0,0,0,338,2003,"Monterey"
"Rockfish yelloweye",0,13,0,0,0,0,0,0,0,0,0,0,13,2003,"Monterey"
"Rockfish yellowtail",0,91,0,0,10,117,8,21,2,4,0,0,253,2003,"Monterey"
"Sablefish",61625,50877,57808,77092,44164,67419,53531,62571,55509,48413,48589,46402,673999,2003,"Monterey"
"Salmon Chinook",0,0,0,0,136653,130946,183832,10300,13878,0,0,0,475610,2003,"Monterey"
"Salmon",0,0,0,0,0,0,0,90,0,0,0,0,90,2003,"Monterey"
"Sanddab",17935,96742,61096,62634,87292,88625,15372,8971,72916,63276,65753,0,640612,2003,"Monterey"
"Sardine Pacific",9328296,1229205,828864,2512,5978,25678,105996,1463787,1595436,2173987,4930,667825,17432494,2003,"Monterey"
"Sculpin staghorn",0,0,0,0,0,0,0,0,0,0,0,4,4,2003,"Monterey"
"Seabass white",0,0,0,0,0,0,697,4557,2377,0,54,0,7685,2003,"Monterey"
"Shark Pacific angel",0,5,13,0,0,0,0,0,0,0,0,0,18,2003,"Monterey"
"Shark brown smoothhound",0,56,0,0,0,0,0,0,0,0,0,0,56,2003,"Monterey"
"Shark leopard",57,112,16,0,0,22,0,0,0,0,15,0,222,2003,"Monterey"
"Shark shortfin mako",120,0,0,0,0,0,0,84,1253,0,625,0,2082,2003,"Monterey"
"Shark soupfin",0,29,20,0,0,0,25,0,79,28,69,0,250,2003,"Monterey"
"Shark spiny dogfish",51,2531,0,0,0,0,0,0,0,0,0,0,2582,2003,"Monterey"
"Shark thresher",250,0,22,0,43,129,1447,208,142,0,2974,0,5215,2003,"Monterey"
"Shark unspecified",0,100,8,0,76,41,0,0,0,26,153,16,420,2003,"Monterey"
"Sheephead California",0,7,0,0,163,0,11,23,0,0,0,0,204,2003,"Monterey"
"Skate unspecified",703,4071,2724,200,1063,920,80,266,362,210,1260,510,12369,2003,"Monterey"
"Sole Dover",62362,91964,117509,79026,108937,57541,66202,80610,80985,115474,45700,94470,1000780,2003,"Monterey"
"Sole English",4010,1344,2237,3954,2150,2552,498,2876,1084,705,197,0,21607,2003,"Monterey"
"Sole petrale",15444,7180,3855,3259,2227,4424,2569,6066,3949,1921,653,1840,53386,2003,"Monterey"
"Sole rex",3595,5766,3118,4781,2073,1799,2405,4464,2898,1039,791,4849,37577,2003,"Monterey"
"Sole rock",47,342,412,36,35,75,26,4,69,126,26,0,1198,2003,"Monterey"
"Sole sand",537,1133,672,432,339,363,569,429,397,169,192,0,5231,2003,"Monterey"
"Sole unspecified",0,40,0,3,89,28,0,0,0,0,41,0,201,2003,"Monterey"
"Surfperch barred",0,201,143,0,0,0,0,0,0,0,74,11,428,2003,"Monterey"
"Surfperch unspecified",0,2,0,0,0,5,2,0,0,0,0,0,9,2003,"Monterey"
"Surfperch walleye",0,0,0,0,0,0,0,0,0,0,0,7,7,2003,"Monterey"
"Swordfish",2364,0,0,0,0,0,0,0,4406,1277,6918,277,15242,2003,"Monterey"
"Thornyhead longspine",48191,18434,28554,17954,23382,28762,19118,21784,26550,30216,15281,17295,295520,2003,"Monterey"
"Thornyhead shortspine",15579,10869,14997,8616,6248,12828,6665,7254,9618,8473,6417,3936,111500,2003,"Monterey"
"Thornyheads",55,100,0,21,1350,0,0,0,10,24,0,1068,2628,2003,"Monterey"
"Tuna albacore",63,0,0,0,0,3967,8421,72674,139784,239639,5397,3379,473323,2003,"Monterey"
"Tuna bluefin",0,0,0,0,0,0,0,0,361,0,2527,0,2888,2003,"Monterey"
"Tuna skipjack",0,0,0,0,0,0,33,0,200,0,0,0,233,2003,"Monterey"
"Tuna unspecified",0,0,0,0,0,0,0,0,0,0,0,21,21,2003,"Monterey"
"Turbot curlfin",0,0,0,0,0,4,0,0,0,0,0,0,4,2003,"Monterey"
"Turbot",0,0,35,0,0,87,94,29,12,39,76,0,372,2003,"Monterey"
"Whitefish ocean",0,0,0,0,0,0,45,92,9,0,0,0,146,2003,"Monterey"
"Yellowtail",0,0,0,0,0,0,0,0,0,58,0,0,58,2003,"Monterey"
"Crab Dungeness",24917,13181,9961,5975,5428,6580,0,0,0,0,32565,64413,163020,2003,"Monterey"
"Crab rock unspecified",355,0,0,0,0,1055,0,0,563,0,82,0,2054,2003,"Monterey"
"Crab spider",0,0,0,0,0,96,0,0,0,0,0,0,96,2003,"Monterey"
"Prawn spot",10585,8074,6311,2148,0,26,0,4321,3695,8387,9111,5578,58236,2003,"Monterey"
"Shrimp bay",0,0,0,0,0,0,0,0,0,0,0,152,152,2003,"Monterey"
"Shrimp coonstriped",0,0,0,0,88,272,42,25,0,0,0,0,428,2003,"Monterey"
"Octopus unspecified",0,0,0,4,23,256,69,0,233,20,0,31,636,2003,"Monterey"
"Squid jumbo",1519,0,0,0,0,0,12,0,0,241,2077,1230,5079,2003,"Monterey"
"Squid market",0,0,49143,5948807,4087483,285396,2179036,4999291,2034693,3072560,8034767,0,30691176,2003,"Monterey"
"Waters Area Total",9709801,1610871,1738485,7009708,4574344,782813,2713182,6855664,4139683,5818260,8338871,1301832,54593515,2003,"Monterey"
"Tuna albacore",0,0,0,0,0,0,0,0,52,0,0,0,52,2003,"Monterey"
"Waters Area Total",0,0,0,0,0,0,0,0,52,0,0,0,52,2003,"Monterey"
"Grand Total",9709801,1610871,1738485,7009708,4574344,782813,2713182,6855664,4139735,5818260,8338871,1301832,54593567,2003,"Monterey"
"Anchovy northern",48641,62525,143942,2551793,3522965,876172,1127370,188490,4450,10362,38024,2850,8577584,2004,"Monterey"
"Barracuda California",0,0,0,0,85,0,0,0,0,0,0,0,85,2004,"Monterey"
"Bonito Pacific",0,0,0,0,0,0,0,0,0,0,0,7,7,2004,"Monterey"
"Butterfish Pacific pompano",5,0,73,0,2763,2365,2409,1968,1942,672,0,2,12199,2004,"Monterey"
"Cabezon",269,160,0,0,3446,2496,3694,2395,735,0,0,0,13194,2004,"Monterey"
"Croaker unspecifed",0,0,72,0,83,0,10,303,16,0,0,0,484,2004,"Monterey"
"Croaker white",623,410,510,681,4847,5364,4430,4520,2953,1170,1705,151,27364,2004,"Monterey"
"Eel monkeyface prickleback",0,0,0,0,0,0,0,4,0,0,0,0,4,2004,"Monterey"
"Eel wolf wolfeel",0,0,0,0,25,0,14,0,0,0,0,0,39,2004,"Monterey"
"Eel",0,0,0,0,2,0,0,0,0,0,0,0,2,2004,"Monterey"
"Flounder starry",796,503,706,606,2114,2632,5656,4577,987,119,484,1519,20699,2004,"Monterey"
"Flounder unspecified",0,0,0,10,461,176,512,773,77,16,0,372,2398,2004,"Monterey"
"Greenling kelp",88,51,2,0,276,121,180,103,0,0,0,0,821,2004,"Monterey"
"Grenadier",1952,3432,23390,39696,9051,13683,8951,14467,15211,30617,27998,10120,198568,2004,"Monterey"
"Halibut California",4430,1214,1906,1635,4902,9864,31879,27158,9497,1547,1915,4671,100618,2004,"Monterey"
"Herring Pacific  roe",0,0,0,0,80,0,0,0,0,0,0,0,80,2004,"Monterey"
"Herring Pacific",0,0,400,0,0,0,55372,0,0,0,0,0,55772,2004,"Monterey"
"Jacksmelt",660,0,1274,970,1329,425,561,14908,375,261,900,1870,23533,2004,"Monterey"
"Lingcod",778,699,405,731,4419,2467,3804,4449,4384,3182,882,45,26245,2004,"Monterey"
"Louvar",0,0,0,0,0,0,0,0,0,97,0,0,97,2004,"Monterey"
"Mackerel Pacific",1079889,0,0,0,0,0,0,0,0,0,0,60,1079949,2004,"Monterey"
"Mackerel jack",0,0,0,0,0,0,20,0,0,0,0,0,20,2004,"Monterey"
"Opah",0,0,0,0,0,0,0,0,0,120,83,0,203,2004,"Monterey"
"Rockfish China",5,12,0,0,3,10,8,16,3,6,7,0,68,2004,"Monterey"
"Rockfish aurora",0,11,0,59,0,0,0,30,0,0,0,0,100,2004,"Monterey"
"Rockfish bank",1315,391,762,276,60,357,6527,5741,43,429,1036,1376,18313,2004,"Monterey"
"Rockfish blackandyellow",107,264,0,0,876,449,1296,1024,401,247,114,33,4808,2004,"Monterey"
"Rockfish black",33,75,0,0,100,83,193,733,255,132,13,3,1620,2004,"Monterey"
"Rockfish blackgill",1794,4050,3093,2800,1241,959,1430,3507,2813,5149,602,1641,29078,2004,"Monterey"
"Rockfish blue",190,125,0,0,355,269,515,1025,799,601,495,201,4575,2004,"Monterey"
"Rockfish bocaccio",282,203,0,122,162,214,74,369,625,1156,3288,465,6959,2004,"Monterey"
"Rockfish brown",287,123,0,0,179,206,246,675,95,109,69,0,1989,2004,"Monterey"
"Rockfish canary",14,0,0,16,98,150,0,44,0,3,0,0,325,2004,"Monterey"
"Rockfish chilipepper",693,256,231,832,1401,142,967,1150,4916,1215,532,2179,14514,2004,"Monterey"
"Rockfish copper",0,9,20,95,165,34,138,59,22,119,16,1,678,2004,"Monterey"
"Rockfish cowcod",0,0,0,0,0,0,0,0,0,53,2,10,65,2004,"Monterey"
"Rockfish darkblotched",3,3,152,73,3,4,216,546,40,91,0,0,1131,2004,"Monterey"
"Rockfish flag",0,0,0,4,5,16,10,0,4,0,4,0,43,2004,"Monterey"
"Rockfish gopher",205,284,0,0,585,351,540,679,584,492,276,65,4061,2004,"Monterey"
"Rockfish grass",126,58,0,0,796,397,1112,638,280,33,0,12,3450,2004,"Monterey"
"Rockfish greenblotched",0,0,0,0,0,0,0,0,0,7,0,0,7,2004,"Monterey"
"Rockfish greenspotted",0,0,0,7,0,4,93,200,82,68,14,1,469,2004,"Monterey"
"Rockfish greenstriped",0,0,0,0,0,0,0,0,10,39,61,4,114,2004,"Monterey"
"Rockfish group bolina",57,0,0,0,16,35,51,76,28,33,0,0,295,2004,"Monterey"
"Rockfish group deep nearshore",0,0,0,0,0,302,0,0,0,0,0,0,302,2004,"Monterey"
"Rockfish group deepwater reds",0,0,0,0,0,0,0,0,0,0,0,329,329,2004,"Monterey"
"Rockfish group gopher",175,271,0,0,184,193,359,106,62,48,0,2,1398,2004,"Monterey"
"Rockfish group nearshore",0,0,0,0,3,0,0,0,0,0,0,0,3,2004,"Monterey"
"Rockfish group red",78,39,0,101,149,140,34,205,68,46,0,0,860,2004,"Monterey"
"Rockfish group rosefish",23291,18315,2795,3263,2343,662,13034,2807,4456,9173,22255,24028,126422,2004,"Monterey"
"Rockfish group shelf",0,0,12,7,21,0,0,0,0,0,0,0,40,2004,"Monterey"
"Rockfish group slope",5273,1054,757,370,541,2695,653,2113,1871,0,540,685,16552,2004,"Monterey"
"Rockfish group small",95,0,0,0,8,3,0,98,46,0,0,4,254,2004,"Monterey"
"Rockfish kelp",100,122,0,0,143,104,274,186,157,145,114,66,1412,2004,"Monterey"
"Rockfish olive",29,123,0,0,152,33,234,299,236,238,128,15,1488,2004,"Monterey"
"Rockfish pink",0,0,8,0,0,0,0,1,0,3,0,0,12,2004,"Monterey"
"Rockfish redbanded",6,34,2,0,0,0,0,0,0,0,28,3,73,2004,"Monterey"
"Rockfish rosy",0,19,0,0,248,0,0,0,0,0,0,0,267,2004,"Monterey"
"Rockfish shortbelly",0,0,0,0,0,0,0,0,0,18,9,50,77,2004,"Monterey"
"Rockfish speckled",0,0,0,0,0,0,0,0,13,8,0,0,20,2004,"Monterey"
"Rockfish splitnose",24,5,0,0,0,0,0,0,0,675,130,0,834,2004,"Monterey"
"Rockfish starry",2,0,0,0,3,3,0,34,53,2,0,0,95,2004,"Monterey"
"Rockfish stripetail",0,0,0,0,0,0,0,0,0,242,5,0,247,2004,"Monterey"
"Rockfish treefish",1,2,0,0,2,4,27,14,4,10,1,2,66,2004,"Monterey"
"Rockfish unspecified",0,0,0,5,105,7,12,88,49,8,0,0,273,2004,"Monterey"
"Rockfish vermilion",215,227,0,16,532,380,586,630,594,373,66,146,3765,2004,"Monterey"
"Rockfish widow",107,0,6,12,23,17,0,2,0,0,99,0,266,2004,"Monterey"
"Rockfish yelloweye",0,0,0,15,23,0,0,5,0,0,0,0,43,2004,"Monterey"
"Rockfish yellowtail",3,13,3,0,8,13,13,150,4,7,2,0,216,2004,"Monterey"
"Sablefish",32720,41915,63070,87190,30100,13894,20911,50189,34203,53175,48002,33149,508517,2004,"Monterey"
"Salmon Chinook",0,0,0,1807,278780,295093,167533,14242,2870,190,0,0,760514,2004,"Monterey"
"Salmon",0,0,0,0,0,0,0,20,0,0,0,0,20,2004,"Monterey"
"Sanddab",26593,4795,2449,5602,9986,3180,16372,51701,10611,2557,10059,15239,159143,2004,"Monterey"
"Sardine Pacific",4815517,247338,15160,0,37306,800,1052279,6252631,1459734,11113122,9053515,0,34047402,2004,"Monterey"
"Seabass white",86,13,16,0,0,0,0,22,0,0,0,43,180,2004,"Monterey"
"Shark Pacific angel",0,0,0,20,0,0,0,0,0,0,0,0,20,2004,"Monterey"
"Shark leopard",145,50,47,66,0,0,0,0,0,0,17,110,435,2004,"Monterey"
"Shark pelagic thresher",0,0,0,0,0,0,0,0,0,0,120,0,120,2004,"Monterey"
"Shark shortfin mako",0,0,0,0,0,0,0,0,0,1026,926,0,1952,2004,"Monterey"
"Shark soupfin",26,0,0,19,191,0,0,58,86,0,0,12,392,2004,"Monterey"
"Shark spiny dogfish",0,78,87,17304,10782,0,13835,0,0,25,0,61,42172,2004,"Monterey"
"Shark thresher",0,0,0,0,0,37,0,72,0,229,149,0,487,2004,"Monterey"
"Shark unspecified",15,165,20,16,20,20,20,20,25,0,62,182,564,2004,"Monterey"
"Sheephead California",0,0,0,0,55,6,5,52,0,0,0,0,118,2004,"Monterey"
"Silversides",0,0,256,0,0,0,0,0,0,0,0,0,256,2004,"Monterey"
"Skate unspecified",1812,1782,2056,3432,1477,777,1095,0,299,267,214,250,13461,2004,"Monterey"
"Smelt night",0,0,0,0,0,20,0,0,1660,0,0,0,1680,2004,"Monterey"
"Smelt surf",0,0,192,0,0,133,0,0,0,0,0,0,325,2004,"Monterey"
"Smelts true",0,0,229,0,0,0,0,0,0,0,0,0,229,2004,"Monterey"
"Sole Dover",47413,51571,68868,87273,61763,21107,33425,55371,35986,64879,29032,23123,579811,2004,"Monterey"
"Sole English",799,2038,5174,4462,4771,795,3272,5093,7641,7411,5755,5581,52791,2004,"Monterey"
"Sole petrale",1461,7517,15990,7479,12596,3940,12930,14332,11578,14289,4912,12286,119309,2004,"Monterey"
"Sole rex",1182,543,941,3316,2404,474,1000,3626,1872,5568,174,4157,25257,2004,"Monterey"
"Sole rock",108,0,0,56,0,0,2,40,0,0,0,0,206,2004,"Monterey"
"Sole sand",669,310,348,602,1268,1399,1811,1795,452,41,275,327,9298,2004,"Monterey"
"Sole unspecified",52,0,0,0,12,0,0,0,7,0,0,0,71,2004,"Monterey"
"Surfperch barred",30,13,2,0,0,0,0,0,0,151,0,0,195,2004,"Monterey"
"Surfperch redtail",0,0,1,0,0,0,0,0,5,0,0,0,6,2004,"Monterey"
"Surfperch unspecified",0,0,0,0,15,3,17,0,0,0,2,0,36,2004,"Monterey"
"Surfperch walleye",0,0,7,12,0,0,0,0,0,0,0,0,19,2004,"Monterey"
"Swordfish",0,0,0,0,0,0,1300,860,322,2076,3147,0,7705,2004,"Monterey"
"Thornyhead longspine",15338,12875,5258,13065,9776,3505,6015,6049,8086,7079,22865,12282,122191,2004,"Monterey"
